,Name,Smiles
9896,ZSTK-474,FC(F)c1nc2ccccc2n1c3nc(nc(n3)N4CCOCC4)N5CCOCC5
9897,Samarium Sm-153,[153Sm]
9898,LY-2334737,"CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F
CCCC(CCC)C(=O)N=C1NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F"
9899,Mannose,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O
9902,Emicerfont,COc1ccc(N2CCc3c(cc(C)nc23)n4ccc(n4)N5CCNC5=O)c(C)c1
9903,Nicoboxil,CCCCOCCOC(=O)c1cccnc1
9904,Nolatrexed,Cc1ccc2NC(=NC(=O)c2c1Sc3ccncc3)N
9905,MGL-3196,"CC(C)C1=CC(=NNC1=O)Oc2c(Cl)cc(cc2Cl)N3N=C(C#N)C(=O)NC3=O
CC(C)c1cc(Oc2c(Cl)cc(cc2Cl)N3N=C(C#N)C(=O)NC3=O)nnc1O"
9907,Mitolactol,OC(CBr)C(O)C(O)C(O)CBr
9909,T-62,Nc1sc2CCCCc2c1C(=O)c3ccc(Cl)cc3
9911,Chlorsulfaquinoxaline,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3c(Cl)cccc3n2
9912,Gallopamil,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)c(OC)c2)cc1OC
9913,Ozenoxacin,CNc1ncc(cc1C)c2ccc3C(=O)C(=CN(C4CC4)c3c2C)C(O)=O
9914,Crolibulin,COc1cc(cc(Br)c1OC)[C@@H]2c3ccc(N)c(N)c3OC(=C2C#N)N
9915,Cafedrine,CC(NCCn1cnc2N(C)C(=O)N(C)C(=O)c12)C(O)c3ccccc3
9916,Theodrenaline,CN1C(=O)N(C)c2ncn(CCNCC(O)c3ccc(O)c(O)c3)c2C1=O
9917,GET-73,COCCCC(=O)NCc1ccc(cc1)C(F)(F)F
9918,JNJ-39220675,Fc1ccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)cc1
9919,Opipramol,OCCN1CCN(CCCN2c3ccccc3C=Cc4ccccc24)CC1
9920,Fenobam,CN1CC(=O)N=C1NC(=O)Nc2cccc(Cl)c2
9922,RO-4987655,OCCONC(=O)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc3ccc(I)cc3F
9923,Granotapide,CCOC(=O)C(COC(=O)Cc1ccc(NC(=O)c2ccccc2c3ccc(cc3)C(F)(F)F)c(c1)C(=O)N(C)C)(C(=O)OCC)c4ccccc4
9924,Remogliflozin etabonate,CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc3ccc(OC(C)C)cc3)[C@H](O)[C@@H](O)[C@@H]1O
9926,Isoxaflutole,C[S](=O)(=O)c1cc(ccc1C(=O)c2cnoc2C3CC3)C(F)(F)F
9927,Nikkomycin Z,C[C@@H]([C@H](N)C(=O)N[C@@H]([C@H]1O[C@H](C(O)[C@@H]1O)N2C=CC(=O)NC2=O)C(O)=O)[C@H](O)c3ccc(O)cn3
9928,Helium He-3,[3He]
9930,Lactitol,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)C(O)[C@H]1O)[C@H](O)CO
9932,Phloroglucinol,Oc1cc(O)cc(O)c1
9933,Dihydralazine,NNc1nnc(NN)c2ccccc12
9934,"8-cyclopentyl-1,3-dipropylxanthine",CCCN1C(=O)N(CCC)c2nc([nH]c2C1=O)C3CCCC3
9935,Doxifluridine,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O
9936,Didox,ONC(=O)c1ccc(O)c(O)c1
9939,Pivagabine,CC(C)(C)C(=O)NCCCC(O)=O
9940,Methylprednisone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)[C@@]1(O)C(=O)CO
9942,Terizidone,O=C1NOCC1N=Cc2ccc(cc2)C=NC3CONC3=O
9945,5-fluoro-2'-deoxycytidine,NC1=NC(=O)N(C=C1F)[C@H]2C[C@H](O)[C@@H](CO)O2
9946,Prothipendyl,CN(C)CCCN1c2ccccc2Sc3cccnc13
9949,Leukotriene B4,CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O
9950,CP-547632,NC(=O)c1c(NC(=O)NCCCCN2CCCC2)snc1OCc3c(F)cc(Br)cc3F
9952,Lerisetron,C1CN(CCN1)c2nc3ccccc3n2Cc4ccccc4
9953,Silver,[Ag]
9954,Falnidamol,CN1CCC(CC1)Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2
9955,Mitoguazone,[Cl].CC(\C=N\N=C(N)N)=N/N=C(N)N
9956,DONU,OC1CCCC(O)C1NC(=O)N(CCCl)N=O
9957,Methylinositol,CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
9958,Levoglucose,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C=O
9959,Pactimibe,CCCCCCCCN1CCc2c(C)c(CC(O)=O)c(C)c(NC(=O)C(C)(C)C)c12
9960,Sepranolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
9961,Serlopitant,C[C@@H](O[C@H]1CC[C@@H]2CN(C[C@H]2[C@@H]1c3ccc(F)cc3)C4=CC(=O)CC4)c5cc(cc(c5)C(F)(F)F)C(F)(F)F
9963,Pyronaridine,COC1=CC=C2Nc3cc(Cl)ccc3C(=C2N1)N=C4C=C(CN5CCCC5)C(=O)C(=C4)CN6CCCC6
9967,Nepicastat,NCC1=CNC(=S)[NH+]1C2CCc3c(F)cc(F)cc3C2
9968,CHS-828,Clc1ccc(OCCCCCCN=C(NC#N)Nc2ccncc2)cc1
9970,Silicon,[SiH4]
9971,Phthalocyanine,[nH]1c2nc3[nH]c(nc4nc(nc5nc(nc1c6ccccc26)c7ccccc57)c8ccccc48)c9ccccc39
9972,Larotaxel,CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]4OC[C@@]4(OC(C)=O)[C@H]3[C@H](OC(=O)c5ccccc5)[C@]6(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c7ccccc7)C(=C1C6(C)C)C
9973,Quisinostat,"Cn1cc(CNCC2CCN(CC2)c3ncc(cn3)C(=O)NO)c4ccccc14
Cn1cc(CNCC2CCN(CC2)c3ncc(cn3)C(O)=NO)c4ccccc14"
9975,Penclomedine,COc1nc(c(Cl)c(OC)c1Cl)C(Cl)(Cl)Cl
9976,LY-518674,Cc1ccc(CN2NC(=NC2=O)CCCc3ccc(OC(C)(C)C(O)=O)cc3)cc1
9977,Neosaxitoxin,NC(=O)OC[C@H]1[C@@H]2NC(=N[C@]23N(CCC3(O)O)C(=N)N1O)N
9979,Deoxyspergualin,[Cl-].NC(N)=NCCCCCCC(=O)NC(O)C(=O)NCCCCNCCC[NH3+]
9980,Bleomycin A6,C[C@H](O)[C@@H](NC(=O)[C@H](C)[C@@H](O)[C@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NCC(N)C(N)=O)[C@@H](OC2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](OC(N)=O)[C@H]3O)c4[nH]cnc4)C(=O)NCCc5scc(n5)c6scc(n6)C(=O)NCCCNCCCCNCCCN
9981,Berkelium,[Bk]
9982,MIP-1095 I-123,OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Nc1ccc([123I])cc1)C(O)=O)C(O)=O
9983,Acteoside,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)\C=C\c4ccc(O)c(O)c4)[C@H](O)[C@H](O)[C@H]1O
9985,PF-00217830,O=C1CCc2ccc(OCCCCN3CCN(CC3)c4cccc5ccccc45)nc2N1
9987,PCI-27483,"NC(=N)c1ccc2[nH]c(nc2c1)c3cc(CC(=O)N[C@@H](CC(O)=O)C(O)=O)cc(c3O)c4cc(ccc4O)[S](N)(=O)=O
NC(=N)c1ccc2nc([nH]c2c1)c3cc(CC(=O)N[C@@H](CC(O)=O)C(O)=O)cc(c3O)c4cc(ccc4O)[S](N)(=O)=O"
9988,Tinoridine,CCOC(=O)c1c(N)sc2CN(CCc12)Cc3ccccc3
9989,HKI-357,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
9990,Cortivazol,C[C@@H]1C[C@H]2[C@@H]3C=C(C)C4=Cc5n(ncc5C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O)c6ccccc6
9991,Mavoglurant,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc3cccc(C)c3
9995,"2,2-bis(4-hydroxy-3-tert-butylphenyl)propane",CC(C)(C)c1cc(ccc1O)C(C)(C)c2ccc(O)c(c2)C(C)(C)C
9996,Carbendazim,COC(=O)Nc1[nH]c2ccccc2n1
9997,4-isothioureidobutyronitrile,SC(=N)NCCCC#N
9998,Diethylhomospermine,CCNCCCCNCCCCNCCCCNCC
10001,Hypericin,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c56
10002,LY-2300559,CCCc1c(O)c(ccc1OCc2ccc(cc2)[C@H](O)c3cccc(c3)C(O)=O)C(C)=O
10004,Dimiracetam,O=C1CN2C(CCC2=O)N1
10006,Apratastat,"CC1(C)SCCN([C@H]1C(=O)NO)[S](=O)(=O)c2ccc(OCC#CCO)cc2
CC1(C)SCCN([C@H]1C(O)=NO)[S](=O)(=O)c2ccc(OCC#CCO)cc2"
10007,123I-iodometomidate,COC(=O)c1cncn1[C@H](C)c2ccc(I)cc2
10009,IPI-493,CO[C@H]1C[C@H](C)CC2=C(N)C(=O)C=C(NC(=O)C(=C/C=C\[C@H](OC)[C@@H](OC(N)=O)\C(=C\[C@H](C)[C@H]1O)C)/C)C2=O
10011,Tiapride,CCN(CC)CCNC(=O)c1cc(ccc1OC)[S](C)(=O)=O
10012,Ornidazole,Cc1ncc(n1CC(O)CCl)[N+]([O-])=O
10013,Tucaresol,OC(=O)c1ccc(COc2cccc(O)c2C=O)cc1
10014,Biapenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C([O-])=O)SC3Cn4cnc[n+]4C3
10015,MK-0873,[O-][n+]1cccc(c1)C#Cc2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35
10016,2'-fluoro-5-ethylarabinosyluracil,OC[C@H]1O[C@H]([C@@H](F)[C@@H]1O)N2C=CC(=O)NC2=O
10017,Niobium,[Nb]
10018,Enecadin,Cc1nc(OCCCCCN2CCCCC2)cc(n1)c3ccc(F)cc3
10021,AG-24322,CCNCc1cncc(c1C)c2ccc3NNC(=C/4N=C5C=C(F)C=C(F)C5=N4)/c3c2
10022,Ramatroban,OC(=O)CCn1c2CC[C@H](Cc2c3ccccc13)N[S](=O)(=O)c4ccc(F)cc4
10024,Glyceryl Trioleate,CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)CO
10025,Aminaphthone,Cc1c(O)c2ccccc2c(O)c1OC(=O)c3ccc(N)cc3
10028,Fenoverine,O=C(CN1CCN(CC1)Cc2ccc3OCOc3c2)N4c5ccccc5Sc6ccccc46
10029,Gossypol,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O
10031,Tocladesine,Nc1ncnc2n([C@@H]3O[C@@H]4CO[P](O)(=O)O[C@H]4[C@H]3O)c(Cl)nc12
10032,Pentavalent Antimony,[Sb+5]
10033,PAC-1,C=CCC1=CC=CC(=C/NNC(=O)CN2CCN(CC2)Cc3ccccc3)/C1=O
10034,Lobaplatin,"[Pt++].C[C@H]([O-])C([O-])=O.NC[C@@H]1CC[C@H]1CN
C[C@@H]1O[Pt]OC1=O.NC[C@@H]2CC[C@H]2CN"
10035,Tirilazad,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN5CCN(CC5)c6cc(nc(n6)N7CCCC7)N8CCCC8
10037,Upamostat,"CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)NO)N[S](=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C
CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(N)=NO)N[S](=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C
CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)/C(N)=N/O)N[S](=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C"
10038,CP-195543,O[C@@H]1[C@H](COc2cc(ccc12)c3cc(ccc3C(O)=O)C(F)(F)F)Cc4ccccc4
10041,Irsogladine,Nc1nc(N)nc(n1)c2cc(Cl)ccc2Cl
10043,Methanesulfonyl Fluoride,C[S](F)(=O)=O
10046,MLN8054,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1
10048,Parthenolide,C\C1=C\CC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1
10049,Tramazoline,C1CCc2c(C1)cccc2NC3=NCCN3
10051,Liarozole,Clc1cccc(c1)C(n2ccnc2)c3ccc4nc[nH]c4c3
10052,Rotigaptide,C[C@@H](NC(=O)CNC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@H]2CCCN2C(=O)[C@@H](Cc3ccc(O)cc3)NC(C)=O)C(=O)NCC(N)=O
10053,9-(N-methyl-L-isoleucine)-cyclosporin A,CC[C@H](C)[C@@H]1N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC1=O)C(C)C
10054,Nimustine,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
10055,Surinabant,CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)cc3)C(=O)NN4CCCCC4
10056,Creatinolfosfate,CN(CCO[P](O)(O)=O)C(N)=N
10059,Macimorelin,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc3c[nH]c4ccccc34)NC=O
10060,Menaquinone 7,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O
10061,Yttrium Y-90,[90Y]
10064,Roluperidone,Fc1ccc(cc1)C(=O)CN2CCC(CC2)CN3Cc4ccccc4C3=O
10065,Nefiracetam,Cc1cccc(C)c1NC(=O)CN2CCCC2=O
10066,Talarozole,CCC(CC)C(n1cncn1)c2ccc(Nc3sc4ccccc4n3)cc2
10067,Pyritinol,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
10070,Miridesap,OC(=O)[C@H]1CCCN1C(=O)CCCCC(=O)N2CCC[C@@H]2C(O)=O
10071,AZD-0424,CC(C)Oc1cc(OCCN2CCN(CC2)C(C)=O)cc3ncnc(Nc4c(Cl)cnc5OCOc45)c13
10072,Enoxolone,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O
10074,Tiropramide,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c2ccccc2
10075,Meclocycline,CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=C3C(=O)C2(O)C(=O)\C(=C(N)/O)C1=O)O
10076,TAK-593,Cn1nc(C)cc1C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C
10077,Pruvanserin,Fc1ccc(CCN2CCN(CC2)C(=O)c3cccc4c(c[nH]c34)C#N)cc1
10079,Gacyclidine,C[C@H]1CCCC[C@]1(N2CCCCC2)c3sccc3
10080,1alpha-Hydroxyvitamin D5,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)C[C@H](O)C3=C)C(C)C
10081,CT-2584,CCCCCCCCCCCCNCC(O)CCCCCCCCCN1C(=O)N(C)c2ncn(C)c2C1=O
10082,Valnoctamide,CCC(C)C(CC)C(N)=O
10083,Biguanide,NC(=N)NC(N)=N
10084,4SC-202,Cn1cc(cn1)c2ccc(cc2)[S](=O)(=O)n3ccc(\C=C\C(=O)Nc4ccccc4N)c3
10086,Camsirubicin,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=N)c12)C(=O)CO
10088,Resolvin E1,CC[C@@H](O)\C=C\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O
10089,Glycovir,CCCCN1C[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@H]1COC(=O)CCC
10091,Mephedrone,CNC(C)C(=O)c1ccc(C)cc1
10093,Antimony,[SbH2]
10094,Chromanol,OC1CCc2ccccc2O1
10097,Amitriptylinoxide,C[N+](C)([O-])CCC=C1c2ccccc2CCc3ccccc13
10099,Norflurane,FCC(F)(F)F
10100,Pentafluoropropane,CC(F)(F)C(F)(F)F
10101,Paquinimod,CCN(C(=O)C1=C(O)c2c(CC)cccc2N(C)C1=O)c3ccccc3
10102,GSK-364735,CN1C(=O)C(=C(O)c2ncc(Cc3ccc(F)cc3)cc12)C(=O)NCCO
10103,Deferitazole,COCCOCCOCCOc1cccc(c1O)C2=N[C@](C)(CS2)C(O)=O
10104,Hydroxypropyl tetrahydropyrantriol,CC(O)C[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
10105,Trabodenoson,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[N+]([O-])=O)n2cnc3c(NC4CCCC4)ncnc23
10106,OTX-008,CN(C)CCNC(=O)COc1c2Cc3cccc(Cc4cccc(Cc5cccc(Cc1ccc2)c5OCC(=O)NCCN(C)C)c4OCC(=O)NCCN(C)C)c3OCC(=O)NCCN(C)C
10107,Troxerutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(OCCO)cc(O)c4C3=O)c5ccc(OCCO)c(OCCO)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
10111,Sizofiran,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](CO)[C@H]3O)[C@H](O)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
10112,Trimegestone,C[C@H](O)C(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C
10114,Artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
10116,Fluorine F-18,[18F-].[Na+]
10117,AGN-201904,COc1ccc2n(c(nc2c1)[S](=O)Cc3ncc(C)c(OC)c3C)[S](=O)(=O)c4ccc(OCC(O)=O)cc4
10118,Fluindione,Fc1ccc(cc1)C2C(=O)c3ccccc3C2=O
10121,Levosalbutamol,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
10123,Ambroxol acefyllinate,CN1C(=O)N(C)c2ncn(CC(O)=O)c2C1=O.Nc3c(Br)cc(Br)cc3CN[C@H]4CC[C@H](O)CC4
10124,Calcium glubionate anhydrous,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C([O-])=O
10125,Methallenestril,CCC(c1ccc2cc(OC)ccc2c1)C(C)(C)C(O)=O
10128,Fluciclovine (18F),N[C@@]1(C[C@@H]([18F])C1)C(O)=O
10135,Levomenol,CC(C)=CCCC(C)(O)C1CCC(=CC1)C
10136,Parachlorophenol,Oc1ccc(Cl)cc1
10137,Esculin,OC[C@H]1O[C@@H](Oc2cc3C=CC(=O)Oc3cc2O)[C@H](O)[C@@H](O)[C@@H]1O
10138,Inosine pranobex,CC(O)CN(C)C.CC(O)CN(C)C.CC(O)CN(C)C.CC(=O)Nc1ccc(cc1)C(O)=O.CC(=O)Nc2ccc(cc2)C(O)=O.CC(=O)Nc3ccc(cc3)C(O)=O.OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)n5cnc6C(=O)N=CNc56
10139,Sodium lauryl sulfoacetate,[Na].CCCCCCCCCCCCOC(=O)C[S](O)(=O)=O
10140,Clobetasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl
10141,Alphaprodine,CCC(=O)OC1(CCN(C)CC1C)c2ccccc2
10143,Terpin hydrate,O.CC(C)(O)C1CCC(C)(O)CC1
10145,Ripasudil,C[C@H]1CNCCCN1[S](=O)(=O)c2cccc3cncc(F)c23
10146,Zofenopril,C[C@H](CSC(=O)c1ccccc1)C(=O)N2C[C@H](C[C@H]2C(O)=O)Sc3ccccc3
10147,Alclofenac,OC(=O)Cc1ccc(OCC=C)c(Cl)c1
10149,Nandrolone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O
10151,Glyceryl 1-oleate,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)CO
10152,Tunicamycin,CC(C)C/C=C/C(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CC(O)[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=O)NC3=O)O[C@@H]1O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O
10154,Rhein,OC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1
10155,Rheinanthrone,OC(=O)c1cc(O)c2C(=O)c3c(O)cccc3Cc2c1
10156,4-methylumbelliferyl beta-D-glucoside,CC1=CC(=O)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12
10157,Inositol,OC1C(O)C(O)C(O)C(O)C1O
10158,Troleandomycin,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C
10159,Gluconic Acid,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
10160,Methylbenactyzium,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2
10161,Daidzein,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O
10163,Oxabolone cipionate,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)CCC5CCCC5
10165,Ethacridine,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
10166,Phosphocreatine,CN(C(C(O)=O)[P](O)(O)=O)C(N)=N
10177,Piprozolin,CCOC(=O)/C=C/1SC(N2CCCCC2)C(=O)N1CC
10178,Bamifylline,CCN(CCO)CCn1c(Cc2ccccc2)nc3N(C)C(=O)N(C)C(=O)c13
10179,Dimethyl carbate,COC(=O)C1C2CC(C=C2)C1C(=O)OC
10180,Teclozan,CCOCCN(Cc1ccc(CN(CCOCC)C(=O)C(Cl)Cl)cc1)C(=O)C(Cl)Cl
10181,Bamethan,CCCCNCC(O)c1ccc(O)cc1
10182,Arginine glutamate,N[C@@H](CCCNC(N)=N)C(O)=O.N[C@@H](CCC(O)=O)C(O)=O
10183,Prednylidene,CC12C=CC(=O)C=C1CCC3C4CC(=C)C(O)(C(=O)CO)C4(C)CC(O)C23
10184,Bismuth subnitrate,[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O
10185,Sodium chlorite,[Na+].[O-][Cl]=O
10186,Guanoxan,NC(N)=NCC1COc2ccccc2O1
10187,Phenolsulfonphthalein,Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)cc4
10188,Butaperazine,CCCC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1
10189,Sulfadicramide,CC(C)=CC(=O)N[S](=O)(=O)c1ccc(N)cc1
10190,Sulfobromophthalein,[Na+].[Na+].Oc1ccc(cc1[S]([O-])(=O)=O)C2(OC(=O)c3c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)[S]([O-])(=O)=O
10191,Oxolamine,Nc1occc1
10192,Fentiazac,OC(=O)Cc1sc(nc1c2ccc(Cl)cc2)c3ccccc3
10193,Mandelic acid,OC(C(O)=O)c1ccccc1
10194,Medifoxamine,CN(C)CC(Oc1ccccc1)Oc2ccccc2
10195,Ferrous aspartate,"[Fe++].N[C@@H](CC([O-])=O)C([O-])=O
N[C@H]1CC(=O)O[Fe]OC1=O"
10196,Apronalide,CC(C)C(CC=C)C(=O)NC(N)=O
10197,Tilbroquinol,Cc1cc(Br)c(O)c2ncccc12
10198,Fluocortin,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)C(O)=O
10199,Piperidione,CCC1(CC)C(=O)CCNC1=O
10200,Dibenzepin,CN(C)CCN1C(=O)c2ccccc2N(C)c3ccccc13
10201,Acetylleucine,CC(C)C[C@H](NC(C)=O)C(O)=O
10202,Tribenoside,CCOC1O[C@H](C(COCc2ccccc2)OCc3ccccc3)[C@H](OCc4ccccc4)[C@H]1O
10203,Flosequinan,CN1C=C(C(=O)c2ccc(F)cc12)[S](C)=O
10204,Enibomal,CC(C)C1(CC(Br)=C)C(=O)NC(=O)N(C)C1=O
10205,Gestonorone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
10206,Calcium lactate,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O
10207,Suxibuzone,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
10208,Alaproclate,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
10209,Propanidid,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1
10210,Perboric acid,O[B-]1(O)OO[B-](O)(O)OO1.[H+].[H+]
